properties.nombre,properties.libres,timestamp
Txofre,10,2022-03-01 17:20:27.668381
Zuatzu,0,2022-03-01 17:20:27.668381
Arcco,0,2022-03-01 18:23:40.549943
Atotxa,194,2022-03-01 18:23:40.549943
Boulevard,337,2022-03-01 18:23:40.549943
Buen Pastor,328,2022-03-01 18:23:40.549943
Easo,153,2022-03-01 18:23:40.549943
Estación,312,2022-03-01 18:23:40.549943
Illumbe,0,2022-03-01 18:23:40.549943
Katalunia,344,2022-03-01 18:23:40.549943
Kontxa,549,2022-03-01 18:23:40.549943
Kursaal,0,2022-03-01 18:23:40.549943
Okendo,556,2022-03-01 18:23:40.549943
Ondarreta,0,2022-03-01 18:23:40.549943
Pio XII,432,2022-03-01 18:23:40.549943
San Martin,260,2022-03-01 18:23:40.549943
Txofre,10,2022-03-01 18:23:40.549943
Zuatzu,0,2022-03-01 18:23:40.549943
Arcco,0,2022-03-01 19:16:15.510144
Atotxa,194,2022-03-01 19:16:15.510144
Boulevard,337,2022-03-01 19:16:15.510144
Buen Pastor,328,2022-03-01 19:16:15.510144
Easo,153,2022-03-01 19:16:15.510144
Estación,312,2022-03-01 19:16:15.510144
Illumbe,0,2022-03-01 19:16:15.510144
Katalunia,344,2022-03-01 19:16:15.510144
Kontxa,549,2022-03-01 19:16:15.510144
Kursaal,0,2022-03-01 19:16:15.510144
Okendo,556,2022-03-01 19:16:15.510144
Ondarreta,0,2022-03-01 19:16:15.510144
Pio XII,432,2022-03-01 19:16:15.510144
San Martin,260,2022-03-01 19:16:15.510144
Txofre,10,2022-03-01 19:16:15.510144
Zuatzu,0,2022-03-01 19:16:15.510144
Arcco,0,2022-03-01 20:23:39.547851
Atotxa,194,2022-03-01 20:23:39.547851
Boulevard,337,2022-03-01 20:23:39.547851
Buen Pastor,328,2022-03-01 20:23:39.547851
Easo,153,2022-03-01 20:23:39.547851
Estación,312,2022-03-01 20:23:39.547851
Illumbe,0,2022-03-01 20:23:39.547851
Katalunia,344,2022-03-01 20:23:39.547851
Kontxa,549,2022-03-01 20:23:39.547851
Kursaal,0,2022-03-01 20:23:39.547851
Okendo,556,2022-03-01 20:23:39.547851
Ondarreta,0,2022-03-01 20:23:39.547851
Pio XII,432,2022-03-01 20:23:39.547851
San Martin,260,2022-03-01 20:23:39.547851
Txofre,10,2022-03-01 20:23:39.547851
Zuatzu,0,2022-03-01 20:23:39.547851
Arcco,0,2022-03-01 21:18:21.770113
Atotxa,194,2022-03-01 21:18:21.770113
Boulevard,337,2022-03-01 21:18:21.770113
Buen Pastor,328,2022-03-01 21:18:21.770113
Easo,153,2022-03-01 21:18:21.770113
Estación,312,2022-03-01 21:18:21.770113
Illumbe,0,2022-03-01 21:18:21.770113
Katalunia,344,2022-03-01 21:18:21.770113
Kontxa,549,2022-03-01 21:18:21.770113
Kursaal,0,2022-03-01 21:18:21.770113
Okendo,556,2022-03-01 21:18:21.770113
Ondarreta,0,2022-03-01 21:18:21.770113
Pio XII,432,2022-03-01 21:18:21.770113
San Martin,260,2022-03-01 21:18:21.770113
Txofre,10,2022-03-01 21:18:21.770113
Zuatzu,0,2022-03-01 21:18:21.770113
Arcco,0,2022-03-01 22:20:15.677485
Atotxa,194,2022-03-01 22:20:15.677485
Boulevard,337,2022-03-01 22:20:15.677485
Buen Pastor,328,2022-03-01 22:20:15.677485
Easo,153,2022-03-01 22:20:15.677485
Estación,312,2022-03-01 22:20:15.677485
Illumbe,0,2022-03-01 22:20:15.677485
Katalunia,344,2022-03-01 22:20:15.677485
Kontxa,549,2022-03-01 22:20:15.677485
Kursaal,0,2022-03-01 22:20:15.677485
Okendo,556,2022-03-01 22:20:15.677485
Ondarreta,0,2022-03-01 22:20:15.677485
Pio XII,432,2022-03-01 22:20:15.677485
San Martin,260,2022-03-01 22:20:15.677485
Txofre,10,2022-03-01 22:20:15.677485
Zuatzu,0,2022-03-01 22:20:15.677485
Arcco,0,2022-03-01 23:20:42.840112
Atotxa,194,2022-03-01 23:20:42.840112
Boulevard,337,2022-03-01 23:20:42.840112
Buen Pastor,328,2022-03-01 23:20:42.840112
Easo,153,2022-03-01 23:20:42.840112
Estación,312,2022-03-01 23:20:42.840112
Illumbe,0,2022-03-01 23:20:42.840112
Katalunia,344,2022-03-01 23:20:42.840112
Kontxa,549,2022-03-01 23:20:42.840112
Kursaal,0,2022-03-01 23:20:42.840112
Okendo,556,2022-03-01 23:20:42.840112
Ondarreta,0,2022-03-01 23:20:42.840112
Pio XII,432,2022-03-01 23:20:42.840112
San Martin,260,2022-03-01 23:20:42.840112
Txofre,10,2022-03-01 23:20:42.840112
Zuatzu,0,2022-03-01 23:20:42.840112
Arcco,0,2022-03-02 01:20:32.809068
Atotxa,194,2022-03-02 01:20:32.809068
Boulevard,337,2022-03-02 01:20:32.809068
Buen Pastor,328,2022-03-02 01:20:32.809068
Easo,153,2022-03-02 01:20:32.809068
Estación,312,2022-03-02 01:20:32.809068
Illumbe,0,2022-03-02 01:20:32.809068
Katalunia,344,2022-03-02 01:20:32.809068
Kontxa,549,2022-03-02 01:20:32.809068
Kursaal,0,2022-03-02 01:20:32.809068
Okendo,556,2022-03-02 01:20:32.809068
Ondarreta,0,2022-03-02 01:20:32.809068
Pio XII,432,2022-03-02 01:20:32.809068
San Martin,260,2022-03-02 01:20:32.809068
Txofre,10,2022-03-02 01:20:32.809068
Zuatzu,0,2022-03-02 01:20:32.809068
Arcco,0,2022-03-02 02:41:44.067711
Atotxa,194,2022-03-02 02:41:44.067711
Boulevard,337,2022-03-02 02:41:44.067711
Buen Pastor,328,2022-03-02 02:41:44.067711
Easo,153,2022-03-02 02:41:44.067711
Estación,312,2022-03-02 02:41:44.067711
Illumbe,0,2022-03-02 02:41:44.067711
Katalunia,344,2022-03-02 02:41:44.067711
Kontxa,549,2022-03-02 02:41:44.067711
Kursaal,0,2022-03-02 02:41:44.067711
Okendo,556,2022-03-02 02:41:44.067711
Ondarreta,0,2022-03-02 02:41:44.067711
Pio XII,432,2022-03-02 02:41:44.067711
San Martin,260,2022-03-02 02:41:44.067711
Txofre,10,2022-03-02 02:41:44.067711
Zuatzu,0,2022-03-02 02:41:44.067711
Arcco,0,2022-03-02 03:21:14.005703
Atotxa,194,2022-03-02 03:21:14.005703
Boulevard,337,2022-03-02 03:21:14.005703
Buen Pastor,328,2022-03-02 03:21:14.005703
Easo,153,2022-03-02 03:21:14.005703
Estación,312,2022-03-02 03:21:14.005703
Illumbe,0,2022-03-02 03:21:14.005703
Katalunia,344,2022-03-02 03:21:14.005703
Kontxa,549,2022-03-02 03:21:14.005703
Kursaal,0,2022-03-02 03:21:14.005703
Okendo,556,2022-03-02 03:21:14.005703
Ondarreta,0,2022-03-02 03:21:14.005703
Pio XII,432,2022-03-02 03:21:14.005703
San Martin,260,2022-03-02 03:21:14.005703
Txofre,10,2022-03-02 03:21:14.005703
Zuatzu,0,2022-03-02 03:21:14.005703
Arcco,0,2022-03-02 04:26:50.808163
Atotxa,194,2022-03-02 04:26:50.808163
Boulevard,337,2022-03-02 04:26:50.808163
Buen Pastor,328,2022-03-02 04:26:50.808163
Easo,153,2022-03-02 04:26:50.808163
Estación,312,2022-03-02 04:26:50.808163
Illumbe,0,2022-03-02 04:26:50.808163
Katalunia,344,2022-03-02 04:26:50.808163
Kontxa,549,2022-03-02 04:26:50.808163
Kursaal,0,2022-03-02 04:26:50.808163
Okendo,556,2022-03-02 04:26:50.808163
Ondarreta,0,2022-03-02 04:26:50.808163
Pio XII,432,2022-03-02 04:26:50.808163
San Martin,260,2022-03-02 04:26:50.808163
Txofre,10,2022-03-02 04:26:50.808163
Zuatzu,0,2022-03-02 04:26:50.808163
Arcco,0,2022-03-02 05:18:32.776317
Atotxa,194,2022-03-02 05:18:32.776317
Boulevard,337,2022-03-02 05:18:32.776317
Buen Pastor,328,2022-03-02 05:18:32.776317
Easo,153,2022-03-02 05:18:32.776317
Estación,312,2022-03-02 05:18:32.776317
Illumbe,0,2022-03-02 05:18:32.776317
Katalunia,344,2022-03-02 05:18:32.776317
Kontxa,549,2022-03-02 05:18:32.776317
Kursaal,0,2022-03-02 05:18:32.776317
Okendo,556,2022-03-02 05:18:32.776317
Ondarreta,0,2022-03-02 05:18:32.776317
Pio XII,432,2022-03-02 05:18:32.776317
San Martin,260,2022-03-02 05:18:32.776317
Txofre,10,2022-03-02 05:18:32.776317
Zuatzu,0,2022-03-02 05:18:32.776317
Arcco,0,2022-03-02 06:25:38.439505
Atotxa,194,2022-03-02 06:25:38.439505
Boulevard,337,2022-03-02 06:25:38.439505
Buen Pastor,328,2022-03-02 06:25:38.439505
Easo,153,2022-03-02 06:25:38.439505
Estación,312,2022-03-02 06:25:38.439505
Illumbe,0,2022-03-02 06:25:38.439505
Katalunia,344,2022-03-02 06:25:38.439505
Kontxa,549,2022-03-02 06:25:38.439505
Kursaal,0,2022-03-02 06:25:38.439505
Okendo,556,2022-03-02 06:25:38.439505
Ondarreta,0,2022-03-02 06:25:38.439505
Pio XII,432,2022-03-02 06:25:38.439505
San Martin,260,2022-03-02 06:25:38.439505
Txofre,10,2022-03-02 06:25:38.439505
Zuatzu,0,2022-03-02 06:25:38.439505
Arcco,0,2022-03-02 07:19:05.852497
Atotxa,194,2022-03-02 07:19:05.852497
Boulevard,337,2022-03-02 07:19:05.852497
Buen Pastor,328,2022-03-02 07:19:05.852497
Easo,153,2022-03-02 07:19:05.852497
Estación,312,2022-03-02 07:19:05.852497
Illumbe,0,2022-03-02 07:19:05.852497
Katalunia,344,2022-03-02 07:19:05.852497
Kontxa,549,2022-03-02 07:19:05.852497
Kursaal,0,2022-03-02 07:19:05.852497
Okendo,556,2022-03-02 07:19:05.852497
Ondarreta,0,2022-03-02 07:19:05.852497
Pio XII,432,2022-03-02 07:19:05.852497
San Martin,260,2022-03-02 07:19:05.852497
Txofre,10,2022-03-02 07:19:05.852497
Zuatzu,0,2022-03-02 07:19:05.852497
Arcco,0,2022-03-02 08:24:53.988292
Atotxa,194,2022-03-02 08:24:53.988292
Boulevard,337,2022-03-02 08:24:53.988292
Buen Pastor,328,2022-03-02 08:24:53.988292
Easo,153,2022-03-02 08:24:53.988292
Estación,312,2022-03-02 08:24:53.988292
Illumbe,0,2022-03-02 08:24:53.988292
Katalunia,344,2022-03-02 08:24:53.988292
Kontxa,549,2022-03-02 08:24:53.988292
Kursaal,0,2022-03-02 08:24:53.988292
Okendo,556,2022-03-02 08:24:53.988292
Ondarreta,0,2022-03-02 08:24:53.988292
Pio XII,432,2022-03-02 08:24:53.988292
San Martin,260,2022-03-02 08:24:53.988292
Txofre,10,2022-03-02 08:24:53.988292
Zuatzu,0,2022-03-02 08:24:53.988292
Arcco,0,2022-03-02 09:19:29.721483
Atotxa,194,2022-03-02 09:19:29.721483
Boulevard,337,2022-03-02 09:19:29.721483
Buen Pastor,328,2022-03-02 09:19:29.721483
Easo,153,2022-03-02 09:19:29.721483
Estación,312,2022-03-02 09:19:29.721483
Illumbe,0,2022-03-02 09:19:29.721483
Katalunia,344,2022-03-02 09:19:29.721483
Kontxa,549,2022-03-02 09:19:29.721483
Kursaal,0,2022-03-02 09:19:29.721483
Okendo,556,2022-03-02 09:19:29.721483
Ondarreta,0,2022-03-02 09:19:29.721483
Pio XII,432,2022-03-02 09:19:29.721483
San Martin,260,2022-03-02 09:19:29.721483
Txofre,10,2022-03-02 09:19:29.721483
Zuatzu,0,2022-03-02 09:19:29.721483
Arcco,0,2022-03-02 10:22:51.486672
Atotxa,194,2022-03-02 10:22:51.486672
Boulevard,337,2022-03-02 10:22:51.486672
Buen Pastor,328,2022-03-02 10:22:51.486672
Easo,153,2022-03-02 10:22:51.486672
Estación,312,2022-03-02 10:22:51.486672
Illumbe,0,2022-03-02 10:22:51.486672
Katalunia,344,2022-03-02 10:22:51.486672
Kontxa,549,2022-03-02 10:22:51.486672
Kursaal,0,2022-03-02 10:22:51.486672
Okendo,556,2022-03-02 10:22:51.486672
Ondarreta,0,2022-03-02 10:22:51.486672
Pio XII,432,2022-03-02 10:22:51.486672
San Martin,260,2022-03-02 10:22:51.486672
Txofre,10,2022-03-02 10:22:51.486672
Zuatzu,0,2022-03-02 10:22:51.486672
Arcco,0,2022-03-02 11:17:46.585445
Atotxa,194,2022-03-02 11:17:46.585445
Boulevard,337,2022-03-02 11:17:46.585445
Buen Pastor,328,2022-03-02 11:17:46.585445
Easo,153,2022-03-02 11:17:46.585445
Estación,312,2022-03-02 11:17:46.585445
Illumbe,0,2022-03-02 11:17:46.585445
Katalunia,344,2022-03-02 11:17:46.585445
Kontxa,549,2022-03-02 11:17:46.585445
Kursaal,0,2022-03-02 11:17:46.585445
Okendo,556,2022-03-02 11:17:46.585445
Ondarreta,0,2022-03-02 11:17:46.585445
Pio XII,432,2022-03-02 11:17:46.585445
San Martin,260,2022-03-02 11:17:46.585445
Txofre,10,2022-03-02 11:17:46.585445
Zuatzu,0,2022-03-02 11:17:46.585445
Arcco,0,2022-03-02 12:34:13.512344
Atotxa,194,2022-03-02 12:34:13.512344
Boulevard,337,2022-03-02 12:34:13.512344
Buen Pastor,328,2022-03-02 12:34:13.512344
Easo,153,2022-03-02 12:34:13.512344
Estación,312,2022-03-02 12:34:13.512344
Illumbe,0,2022-03-02 12:34:13.512344
Katalunia,344,2022-03-02 12:34:13.512344
Kontxa,549,2022-03-02 12:34:13.512344
Kursaal,0,2022-03-02 12:34:13.512344
Okendo,556,2022-03-02 12:34:13.512344
Ondarreta,0,2022-03-02 12:34:13.512344
Pio XII,432,2022-03-02 12:34:13.512344
San Martin,260,2022-03-02 12:34:13.512344
Txofre,10,2022-03-02 12:34:13.512344
Zuatzu,0,2022-03-02 12:34:13.512344
Arcco,0,2022-03-02 13:24:06.205050
Atotxa,0,2022-03-02 13:24:06.205050
Boulevard,0,2022-03-02 13:24:06.205050
Buen Pastor,0,2022-03-02 13:24:06.205050
Easo,0,2022-03-02 13:24:06.205050
Estación,0,2022-03-02 13:24:06.205050
Illumbe,0,2022-03-02 13:24:06.205050
Katalunia,0,2022-03-02 13:24:06.205050
Kontxa,0,2022-03-02 13:24:06.205050
Kursaal,0,2022-03-02 13:24:06.205050
Okendo,0,2022-03-02 13:24:06.205050
Ondarreta,0,2022-03-02 13:24:06.205050
Pio XII,0,2022-03-02 13:24:06.205050
San Martin,0,2022-03-02 13:24:06.205050
Txofre,10,2022-03-02 13:24:06.205050
Zuatzu,0,2022-03-02 13:24:06.205050
Arcco,0,2022-03-02 14:19:32.280283
Atotxa,122,2022-03-02 14:19:32.280283
Boulevard,186,2022-03-02 14:19:32.280283
Buen Pastor,182,2022-03-02 14:19:32.280283
Easo,108,2022-03-02 14:19:32.280283
Estación,265,2022-03-02 14:19:32.280283
Illumbe,0,2022-03-02 14:19:32.280283
Katalunia,212,2022-03-02 14:19:32.280283
Kontxa,369,2022-03-02 14:19:32.280283
Kursaal,0,2022-03-02 14:19:32.280283
Okendo,358,2022-03-02 14:19:32.280283
Ondarreta,0,2022-03-02 14:19:32.280283
Pio XII,477,2022-03-02 14:19:32.280283
San Martin,148,2022-03-02 14:19:32.280283
Txofre,10,2022-03-02 14:19:32.280283
Zuatzu,0,2022-03-02 14:19:32.280283
Arcco,0,2022-03-02 15:21:42.651135
Atotxa,105,2022-03-02 15:21:42.651135
Boulevard,182,2022-03-02 15:21:42.651135
Buen Pastor,152,2022-03-02 15:21:42.651135
Easo,73,2022-03-02 15:21:42.651135
Estación,258,2022-03-02 15:21:42.651135
Illumbe,0,2022-03-02 15:21:42.651135
Katalunia,193,2022-03-02 15:21:42.651135
Kontxa,359,2022-03-02 15:21:42.651135
Kursaal,0,2022-03-02 15:21:42.651135
Okendo,373,2022-03-02 15:21:42.651135
Ondarreta,0,2022-03-02 15:21:42.651135
Pio XII,475,2022-03-02 15:21:42.651135
San Martin,136,2022-03-02 15:21:42.651135
Txofre,10,2022-03-02 15:21:42.651135
Zuatzu,0,2022-03-02 15:21:42.651135
Arcco,0,2022-03-02 16:29:20.856428
Atotxa,96,2022-03-02 16:29:20.856428
Boulevard,167,2022-03-02 16:29:20.856428
Buen Pastor,139,2022-03-02 16:29:20.856428
Easo,74,2022-03-02 16:29:20.856428
Estación,241,2022-03-02 16:29:20.856428
Illumbe,0,2022-03-02 16:29:20.856428
Katalunia,149,2022-03-02 16:29:20.856428
Kontxa,373,2022-03-02 16:29:20.856428
Kursaal,0,2022-03-02 16:29:20.856428
Okendo,364,2022-03-02 16:29:20.856428
Ondarreta,0,2022-03-02 16:29:20.856428
Pio XII,484,2022-03-02 16:29:20.856428
San Martin,108,2022-03-02 16:29:20.856428
Txofre,10,2022-03-02 16:29:20.856428
Zuatzu,0,2022-03-02 16:29:20.856428
Arcco,0,2022-03-02 17:24:55.970889
Atotxa,78,2022-03-02 17:24:55.970889
Boulevard,163,2022-03-02 17:24:55.970889
Buen Pastor,117,2022-03-02 17:24:55.970889
Easo,83,2022-03-02 17:24:55.970889
Estación,224,2022-03-02 17:24:55.970889
Illumbe,0,2022-03-02 17:24:55.970889
Katalunia,145,2022-03-02 17:24:55.970889
Kontxa,367,2022-03-02 17:24:55.970889
Kursaal,0,2022-03-02 17:24:55.970889
Okendo,364,2022-03-02 17:24:55.970889
Ondarreta,0,2022-03-02 17:24:55.970889
Pio XII,473,2022-03-02 17:24:55.970889
San Martin,91,2022-03-02 17:24:55.970889
Txofre,10,2022-03-02 17:24:55.970889
Zuatzu,0,2022-03-02 17:24:55.970889
Arcco,0,2022-03-02 18:24:50.193208
Atotxa,68,2022-03-02 18:24:50.193208
Boulevard,175,2022-03-02 18:24:50.193208
Buen Pastor,163,2022-03-02 18:24:50.193208
Easo,83,2022-03-02 18:24:50.193208
Estación,247,2022-03-02 18:24:50.193208
Illumbe,0,2022-03-02 18:24:50.193208
Katalunia,150,2022-03-02 18:24:50.193208
Kontxa,398,2022-03-02 18:24:50.193208
Kursaal,0,2022-03-02 18:24:50.193208
Okendo,409,2022-03-02 18:24:50.193208
Ondarreta,0,2022-03-02 18:24:50.193208
Pio XII,483,2022-03-02 18:24:50.193208
San Martin,127,2022-03-02 18:24:50.193208
Txofre,10,2022-03-02 18:24:50.193208
Zuatzu,0,2022-03-02 18:24:50.193208
Arcco,0,2022-03-02 19:17:08.861971
Atotxa,100,2022-03-02 19:17:08.861971
Boulevard,219,2022-03-02 19:17:08.861971
Buen Pastor,206,2022-03-02 19:17:08.861971
Easo,113,2022-03-02 19:17:08.861971
Estación,265,2022-03-02 19:17:08.861971
Illumbe,0,2022-03-02 19:17:08.861971
Katalunia,179,2022-03-02 19:17:08.861971
Kontxa,460,2022-03-02 19:17:08.861971
Kursaal,0,2022-03-02 19:17:08.861971
Okendo,460,2022-03-02 19:17:08.861971
Ondarreta,0,2022-03-02 19:17:08.861971
Pio XII,495,2022-03-02 19:17:08.861971
San Martin,163,2022-03-02 19:17:08.861971
Txofre,10,2022-03-02 19:17:08.861971
Zuatzu,0,2022-03-02 19:17:08.861971
Arcco,0,2022-03-02 20:20:34.404790
Atotxa,144,2022-03-02 20:20:34.404790
Boulevard,251,2022-03-02 20:20:34.404790
Buen Pastor,251,2022-03-02 20:20:34.404790
Easo,133,2022-03-02 20:20:34.404790
Estación,302,2022-03-02 20:20:34.404790
Illumbe,0,2022-03-02 20:20:34.404790
Katalunia,265,2022-03-02 20:20:34.404790
Kontxa,492,2022-03-02 20:20:34.404790
Kursaal,0,2022-03-02 20:20:34.404790
Okendo,497,2022-03-02 20:20:34.404790
Ondarreta,0,2022-03-02 20:20:34.404790
Pio XII,497,2022-03-02 20:20:34.404790
San Martin,205,2022-03-02 20:20:34.404790
Txofre,10,2022-03-02 20:20:34.404790
Zuatzu,0,2022-03-02 20:20:34.404790
Arcco,0,2022-03-02 21:16:49.498042
Atotxa,160,2022-03-02 21:16:49.498042
Boulevard,283,2022-03-02 21:16:49.498042
Buen Pastor,278,2022-03-02 21:16:49.498042
Easo,141,2022-03-02 21:16:49.498042
Estación,302,2022-03-02 21:16:49.498042
Illumbe,0,2022-03-02 21:16:49.498042
Katalunia,298,2022-03-02 21:16:49.498042
Kontxa,509,2022-03-02 21:16:49.498042
Kursaal,0,2022-03-02 21:16:49.498042
Okendo,517,2022-03-02 21:16:49.498042
Ondarreta,0,2022-03-02 21:16:49.498042
Pio XII,496,2022-03-02 21:16:49.498042
San Martin,222,2022-03-02 21:16:49.498042
Txofre,10,2022-03-02 21:16:49.498042
Zuatzu,0,2022-03-02 21:16:49.498042
Arcco,0,2022-03-02 22:20:42.427749
Atotxa,163,2022-03-02 22:20:42.427749
Boulevard,305,2022-03-02 22:20:42.427749
Buen Pastor,287,2022-03-02 22:20:42.427749
Easo,143,2022-03-02 22:20:42.427749
Estación,314,2022-03-02 22:20:42.427749
Illumbe,0,2022-03-02 22:20:42.427749
Katalunia,313,2022-03-02 22:20:42.427749
Kontxa,520,2022-03-02 22:20:42.427749
Kursaal,0,2022-03-02 22:20:42.427749
Okendo,531,2022-03-02 22:20:42.427749
Ondarreta,0,2022-03-02 22:20:42.427749
Pio XII,495,2022-03-02 22:20:42.427749
San Martin,233,2022-03-02 22:20:42.427749
Txofre,10,2022-03-02 22:20:42.427749
Zuatzu,0,2022-03-02 22:20:42.427749
Arcco,0,2022-03-02 23:20:36.995213
Atotxa,165,2022-03-02 23:20:36.995213
Boulevard,322,2022-03-02 23:20:36.995213
Buen Pastor,303,2022-03-02 23:20:36.995213
Easo,146,2022-03-02 23:20:36.995213
Estación,318,2022-03-02 23:20:36.995213
Illumbe,0,2022-03-02 23:20:36.995213
Katalunia,325,2022-03-02 23:20:36.995213
Kontxa,527,2022-03-02 23:20:36.995213
Kursaal,0,2022-03-02 23:20:36.995213
Okendo,533,2022-03-02 23:20:36.995213
Ondarreta,0,2022-03-02 23:20:36.995213
Pio XII,497,2022-03-02 23:20:36.995213
San Martin,235,2022-03-02 23:20:36.995213
Txofre,10,2022-03-02 23:20:36.995213
Zuatzu,0,2022-03-02 23:20:36.995213
Arcco,0,2022-03-03 01:21:39.916712
Atotxa,164,2022-03-03 01:21:39.916712
Boulevard,325,2022-03-03 01:21:39.916712
Buen Pastor,312,2022-03-03 01:21:39.916712
Easo,148,2022-03-03 01:21:39.916712
Estación,319,2022-03-03 01:21:39.916712
Illumbe,0,2022-03-03 01:21:39.916712
Katalunia,333,2022-03-03 01:21:39.916712
Kontxa,529,2022-03-03 01:21:39.916712
Kursaal,0,2022-03-03 01:21:39.916712
Okendo,535,2022-03-03 01:21:39.916712
Ondarreta,0,2022-03-03 01:21:39.916712
Pio XII,497,2022-03-03 01:21:39.916712
San Martin,238,2022-03-03 01:21:39.916712
Txofre,10,2022-03-03 01:21:39.916712
Zuatzu,0,2022-03-03 01:21:39.916712
Arcco,0,2022-03-03 02:45:39.288756
Atotxa,164,2022-03-03 02:45:39.288756
Boulevard,327,2022-03-03 02:45:39.288756
Buen Pastor,314,2022-03-03 02:45:39.288756
Easo,148,2022-03-03 02:45:39.288756
Estación,319,2022-03-03 02:45:39.288756
Illumbe,0,2022-03-03 02:45:39.288756
Katalunia,334,2022-03-03 02:45:39.288756
Kontxa,549,2022-03-03 02:45:39.288756
Kursaal,0,2022-03-03 02:45:39.288756
Okendo,535,2022-03-03 02:45:39.288756
Ondarreta,0,2022-03-03 02:45:39.288756
Pio XII,497,2022-03-03 02:45:39.288756
San Martin,239,2022-03-03 02:45:39.288756
Txofre,10,2022-03-03 02:45:39.288756
Zuatzu,0,2022-03-03 02:45:39.288756
Arcco,0,2022-03-03 03:23:00.718394
Atotxa,164,2022-03-03 03:23:00.718394
Boulevard,335,2022-03-03 03:23:00.718394
Buen Pastor,314,2022-03-03 03:23:00.718394
Easo,148,2022-03-03 03:23:00.718394
Estación,319,2022-03-03 03:23:00.718394
Illumbe,0,2022-03-03 03:23:00.718394
Katalunia,334,2022-03-03 03:23:00.718394
Kontxa,549,2022-03-03 03:23:00.718394
Kursaal,0,2022-03-03 03:23:00.718394
Okendo,535,2022-03-03 03:23:00.718394
Ondarreta,0,2022-03-03 03:23:00.718394
Pio XII,497,2022-03-03 03:23:00.718394
San Martin,239,2022-03-03 03:23:00.718394
Txofre,10,2022-03-03 03:23:00.718394
Zuatzu,0,2022-03-03 03:23:00.718394
Arcco,0,2022-03-03 04:26:46.039801
Atotxa,164,2022-03-03 04:26:46.039801
Boulevard,337,2022-03-03 04:26:46.039801
Buen Pastor,314,2022-03-03 04:26:46.039801
Easo,149,2022-03-03 04:26:46.039801
Estación,319,2022-03-03 04:26:46.039801
Illumbe,0,2022-03-03 04:26:46.039801
Katalunia,334,2022-03-03 04:26:46.039801
Kontxa,549,2022-03-03 04:26:46.039801
Kursaal,0,2022-03-03 04:26:46.039801
Okendo,534,2022-03-03 04:26:46.039801
Ondarreta,0,2022-03-03 04:26:46.039801
Pio XII,497,2022-03-03 04:26:46.039801
San Martin,238,2022-03-03 04:26:46.039801
Txofre,10,2022-03-03 04:26:46.039801
Zuatzu,0,2022-03-03 04:26:46.039801
Arcco,0,2022-03-03 05:18:52.971892
Atotxa,162,2022-03-03 05:18:52.971892
Boulevard,337,2022-03-03 05:18:52.971892
Buen Pastor,315,2022-03-03 05:18:52.971892
Easo,148,2022-03-03 05:18:52.971892
Estación,314,2022-03-03 05:18:52.971892
Illumbe,0,2022-03-03 05:18:52.971892
Katalunia,335,2022-03-03 05:18:52.971892
Kontxa,550,2022-03-03 05:18:52.971892
Kursaal,0,2022-03-03 05:18:52.971892
Okendo,532,2022-03-03 05:18:52.971892
Ondarreta,0,2022-03-03 05:18:52.971892
Pio XII,497,2022-03-03 05:18:52.971892
San Martin,237,2022-03-03 05:18:52.971892
Txofre,10,2022-03-03 05:18:52.971892
Zuatzu,0,2022-03-03 05:18:52.971892
Arcco,0,2022-03-03 06:26:37.036020
Atotxa,161,2022-03-03 06:26:37.036020
Boulevard,336,2022-03-03 06:26:37.036020
Buen Pastor,313,2022-03-03 06:26:37.036020
Easo,152,2022-03-03 06:26:37.036020
Estación,310,2022-03-03 06:26:37.036020
Illumbe,0,2022-03-03 06:26:37.036020
Katalunia,336,2022-03-03 06:26:37.036020
Kontxa,552,2022-03-03 06:26:37.036020
Kursaal,0,2022-03-03 06:26:37.036020
Okendo,534,2022-03-03 06:26:37.036020
Ondarreta,0,2022-03-03 06:26:37.036020
Pio XII,493,2022-03-03 06:26:37.036020
San Martin,234,2022-03-03 06:26:37.036020
Txofre,0,2022-03-03 06:26:37.036020
Zuatzu,0,2022-03-03 06:26:37.036020
Arcco,0,2022-03-03 07:19:20.013134
Atotxa,150,2022-03-03 07:19:20.013134
Boulevard,311,2022-03-03 07:19:20.013134
Buen Pastor,310,2022-03-03 07:19:20.013134
Easo,151,2022-03-03 07:19:20.013134
Estación,300,2022-03-03 07:19:20.013134
Illumbe,0,2022-03-03 07:19:20.013134
Katalunia,336,2022-03-03 07:19:20.013134
Kontxa,526,2022-03-03 07:19:20.013134
Kursaal,0,2022-03-03 07:19:20.013134
Okendo,478,2022-03-03 07:19:20.013134
Ondarreta,0,2022-03-03 07:19:20.013134
Pio XII,481,2022-03-03 07:19:20.013134
San Martin,218,2022-03-03 07:19:20.013134
Txofre,0,2022-03-03 07:19:20.013134
Zuatzu,0,2022-03-03 07:19:20.013134
Arcco,0,2022-03-03 08:24:08.406002
Atotxa,95,2022-03-03 08:24:08.406002
Boulevard,267,2022-03-03 08:24:08.406002
Buen Pastor,263,2022-03-03 08:24:08.406002
Easo,124,2022-03-03 08:24:08.406002
Estación,271,2022-03-03 08:24:08.406002
Illumbe,0,2022-03-03 08:24:08.406002
Katalunia,284,2022-03-03 08:24:08.406002
Kontxa,475,2022-03-03 08:24:08.406002
Kursaal,0,2022-03-03 08:24:08.406002
